id_nspn,date_homework,event,apq_01_good_job,apq_02_threaten_punish,apq_03_fails_note,apq_04_games,apq_05_talk_out_punish,apq_06_ask_school,apq_07_stays_out,apq_08_homework,apq_09_compliment,apq_10_praise,apq_11_out_friends,apq_12_punish_early,apq_13_spank,apq_14_slap,apq_15_hit,apq_positive,apq_inconsistent,apq_poorsup,apq_involve,apq_punish,apq_alabama_parentin_v_14
24380,05/05/2013,Home Questionnaire Pack 1,Often,Almost never,Never,Sometimes,Never,Always,Never,Never,Sometimes,Never,Almost never,Never,Sometimes,Never,Often,8,4,4,9,8,Complete
24398,13/04/2013,Home Questionnaire Pack 1,Sometimes,Never,Often,Often,Almost never,Sometimes,Never,Never,Often,Often,Almost never,Never,Never,Never,Never,11,4,7,8,3,Complete
24398,06/08/2014,Home Questionnaire Pack 2,Often,Almost never,Almost never,Often,Almost never,Always,Never,Almost never,Often,Often,Never,Almost never,Almost never,Almost never,Never,12,6,4,11,5,Complete
24406,17/04/2013,Home Questionnaire Pack 1,Sometimes,Often,Never,Sometimes,Almost never,Often,Sometimes,Often,Often,Often,Never,Often,Never,Never,Never,11,10,5,11,3,Complete
24406,11/07/2014,Home Questionnaire Pack 2,Often,Almost never,Sometimes,Often,Almost never,Often,Almost never,Almost never,Often,Sometimes,Almost never,.a,Never,Never,Never,11,,7,10,3,Complete
24406,23/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24414,23/04/2013,Home Questionnaire Pack 1,Often,Never,Never,Almost never,Never,Sometimes,Never,Never,Often,Often,Sometimes,Often,Never,Never,Never,12,6,5,6,3,Complete
24414,14/08/2014,Home Questionnaire Pack 2,Always,Never,Never,Often,Never,Often,Never,Almost never,Often,Often,Almost never,Sometimes,Never,Never,Never,13,5,4,10,3,Complete
24422,17/04/2013,Home Questionnaire Pack 1,Sometimes,Often,Always,Almost never,Never,Often,Always,Sometimes,Often,Often,Sometimes,Never,Never,Never,Never,11,6,13,9,3,Complete
24422,20/07/2014,Home Questionnaire Pack 2,Sometimes,Often,Sometimes,Sometimes,Almost never,Often,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,Never,Never,10,9,10,10,3,Complete
24422,08/12/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24430,16/04/2013,Home Questionnaire Pack 1,Often,Never,Sometimes,Sometimes,Never,Often,Almost never,Often,Always,Often,Never,Almost never,Almost never,Never,Never,13,4,6,11,4,Complete
24430,27/03/2014,Home Questionnaire Pack 2,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Often,Often,Never,Never,Never,Never,Never,11,3,5,5,3,Complete
24430,11/01/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24455,13/02/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Always,Never,Often,Often,Never,5,5,7,5,9,Complete
24455,29/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
24463,17/04/2013,Home Questionnaire Pack 1,Often,Almost never,Never,Sometimes,Almost never,Sometimes,Almost never,Often,Always,Always,Sometimes,Almost never,Never,Never,Never,14,6,6,10,3,Complete
24463,08/04/2015,Home Questionnaire Pack 2,Often,Sometimes,Never,Almost never,Sometimes,Sometimes,Almost never,Almost never,Always,Sometimes,Almost never,Almost never,Never,Never,Never,12,8,5,7,3,Complete
24463,19/09/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24471,20/05/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Never,Never,Never,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,9,5,6,6,3,Complete
24471,03/08/2014,Home Questionnaire Pack 2,Sometimes,Never,Never,Never,Never,Often,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,9,3,3,6,3,Complete
24471,04/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24489,27/04/2013,Home Questionnaire Pack 1,Almost never,Always,Always,Never,Often,Sometimes,Always,Never,Always,Often,Almost never,Often,Always,Always,Sometimes,11,13,12,5,13,Complete
24489,22/06/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Never,Almost never,Never,Sometimes,Always,Never,Always,Never,Sometimes,Never,Always,Always,Sometimes,9,5,9,6,13,Complete
24489,15/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24497,11/05/2013,Home Questionnaire Pack 1,Always,Never,Never,Often,Never,Always,Never,.a,Always,Always,Never,Never,Never,Never,Never,15,3,3,,3,Complete
24497,21/05/2014,Home Questionnaire Pack 2,Often,Never,Never,Sometimes,Never,Always,Never,Always,Often,Often,Almost never,Never,Never,Never,Never,12,3,4,13,3,Complete
24497,24/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24505,24/04/2013,Home Questionnaire Pack 1,Often,Never,Never,Never,Never,.a,.a,.a,.a,.a,.a,.a,Never,Never,Never,,,,,3,Complete
24505,04/02/2014,Home Questionnaire Pack 2,Sometimes,Never,Almost never,Almost never,Never,Almost never,Often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,9,5,9,6,3,Complete
24505,02/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24513,14/06/2013,Home Questionnaire Pack 1,Always,Almost never,Never,Often,Never,Always,Sometimes,Always,Always,Often,Almost never,Never,Almost never,Never,Never,14,4,6,14,4,Complete
24513,09/06/2014,Home Questionnaire Pack 2,Always,Never,Never,Often,Never,Always,Almost never,Always,Always,Always,Never,Sometimes,Never,Never,Never,15,5,4,14,3,Complete
24513,03/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24521,22/04/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Never,Sometimes,Often,Always,Never,Almost never,Sometimes,Often,Almost never,Never,Always,Almost never,Always,10,7,4,10,12,Complete
24547,18/04/2013,Home Questionnaire Pack 1,Often,Almost never,Often,Sometimes,Sometimes,Often,.a,Sometimes,Always,Always,Almost never,Sometimes,Never,Never,Never,14,8,,10,3,Complete
24547,25/03/2014,Home Questionnaire Pack 2,Often,Almost never,Sometimes,Sometimes,Sometimes,Often,Never,Often,Often,Sometimes,Almost never,Sometimes,Never,Never,Never,11,8,6,11,3,Complete
24547,27/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24554,24/04/2013,Home Questionnaire Pack 1,Almost never,Never,Always,Never,Never,Never,Always,Never,Never,Never,Always,Always,Never,Never,Never,4,7,15,3,3,Complete
24554,28/03/2014,Home Questionnaire Pack 2,Sometimes,Never,Sometimes,Almost never,Often,Never,Always,Never,Sometimes,Sometimes,Always,Never,Never,Never,Never,9,6,13,4,3,Complete
24554,17/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24562,24/04/2013,Home Questionnaire Pack 1,Sometimes,Never,Never,Sometimes,Never,Often,Never,Sometimes,Sometimes,Often,Never,Never,Never,Never,Never,10,3,3,10,3,Complete
24562,31/03/2014,Home Questionnaire Pack 2,Often,Never,Never,Sometimes,Never,Often,Never,Often,Always,Always,Never,Never,Never,Never,Never,14,3,3,11,3,Complete
24570,24/04/2013,Home Questionnaire Pack 1,Always,Never,Never,Sometimes,Sometimes,Always,Almost never,Sometimes,Always,Often,Never,Always,Never,Never,Never,14,9,4,11,3,Complete
24588,05/07/2013,Home Questionnaire Pack 1,Often,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Often,Often,Often,Almost never,Sometimes,Never,Never,Never,12,9,8,14,3,Complete
24588,19/07/2014,Home Questionnaire Pack 2,Sometimes,Often,Often,Often,Often,Always,Often,Often,Almost never,Often,Always,Sometimes,Never,Never,Never,9,11,13,13,3,Complete
24588,27/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24604,24/04/2013,Home Questionnaire Pack 1,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Never,Never,Never,10,9,11,9,3,Complete
24604,01/05/2014,Home Questionnaire Pack 2,Often,Almost never,Often,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Often,Often,Often,Almost never,Never,Never,Never,12,6,11,8,3,Complete
24604,25/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24612,24/04/2013,Home Questionnaire Pack 1,Sometimes,Never,Sometimes,Sometimes,Never,Often,Never,Almost never,Often,Often,Sometimes,Never,Never,Never,Never,11,3,7,9,3,Complete
24612,31/08/2014,Home Questionnaire Pack 2,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Never,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Never,Never,Never,8,6,7,9,3,Complete
24620,05/05/2013,Home Questionnaire Pack 1,Often,Never,Almost never,Often,Never,Always,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,Never,Never,Never,12,5,7,12,3,Complete
24620,20/07/2014,Home Questionnaire Pack 2,Always,Never,Almost never,Often,Almost never,Always,Almost never,Sometimes,Always,.a,Almost never,.a,Never,Never,Never,,,6,12,3,Complete
24620,16/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24638,24/04/2013,Home Questionnaire Pack 1,Almost never,Often,Almost never,Often,Sometimes,Often,Often,Sometimes,Almost never,Almost never,Often,Sometimes,Never,Never,Never,6,10,10,11,3,Complete
24638,14/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
24646,24/04/2013,Home Questionnaire Pack 1,Often,Never,Almost never,Often,Never,Always,Never,Sometimes,Always,Always,Never,Never,Never,Never,Never,14,3,4,12,3,Complete
24646,11/07/2014,Home Questionnaire Pack 2,Often,Never,Sometimes,Often,Never,Often,Never,Often,Often,Often,Never,Never,Never,Never,Never,12,3,5,12,3,Complete
24646,04/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24703,25/04/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Almost never,Almost never,Almost never,Always,Almost never,Sometimes,Often,Sometimes,Sometimes,Almost never,Never,Never,Never,10,7,7,10,3,Complete
24703,05/07/2014,Home Questionnaire Pack 2,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,Never,Never,10,8,9,10,3,Complete
24711,07/05/2013,Home Questionnaire Pack 1,Often,Never,Never,Sometimes,Never,Always,Almost never,Never,Always,Often,Sometimes,Never,Never,Never,Never,13,3,6,9,3,Complete
24711,30/06/2014,Home Questionnaire Pack 2,Often,Never,Often,Sometimes,Never,Often,Never,Never,Always,Always,Often,Never,Never,Never,Never,14,3,9,8,3,Complete
24711,10/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24737,25/04/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Often,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Almost never,Sometimes,Never,Almost never,Never,8,9,8,8,4,Complete
24752,26/04/2013,Home Questionnaire Pack 1,.a,Never,Always,Never,Never,Often,Almost never,Never,Often,Often,Often,Almost never,Never,Never,Never,,4,11,6,3,Complete
24752,09/01/2015,Home Questionnaire Pack 2,Sometimes,Never,Always,Never,Never,Sometimes,Never,Almost never,Often,Sometimes,Sometimes,Never,Never,Never,Never,10,3,9,6,3,Complete
24752,22/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24760,30/04/2013,Home Questionnaire Pack 1,Never,Never,Almost never,Never,Almost never,Almost never,Sometimes,Almost never,Never,Never,Sometimes,Sometimes,Almost never,Almost never,Never,3,6,8,5,5,Complete
24760,06/04/2016,Home Questionnaire Pack 2,Almost never,Never,Always,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Sometimes,Sometimes,Almost never,Almost never,Never,6,6,10,6,5,Complete
24778,28/05/2013,Home Questionnaire Pack 1,Sometimes,Often,Almost never,Almost never,Often,Always,Sometimes,Almost never,Often,Always,Sometimes,Often,Often,Sometimes,Almost never,12,12,8,9,9,Complete
24794,27/04/2013,Home Questionnaire Pack 1,Often,Sometimes,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Almost never,Sometimes,Never,Never,Never,9,8,8,7,3,Complete
24794,03/04/2014,Home Questionnaire Pack 2,Often,Never,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,Sometimes,Almost never,Sometimes,Often,Never,Never,Never,9,8,9,8,3,Complete
24794,12/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24802,08/05/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Never,Almost never,Sometimes,Never,Never,Never,Never,Never,8,5,7,6,3,Complete
24802,26/04/2014,Home Questionnaire Pack 2,Sometimes,Almost never,Sometimes,Sometimes,Never,Sometimes,Often,Never,Sometimes,Sometimes,Sometimes,Never,Never,Almost never,Never,9,4,10,7,4,Complete
24802,25/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24810,25/04/2013,Home Questionnaire Pack 1,Often,Almost never,Sometimes,Sometimes,Almost never,Often,Sometimes,Almost never,Often,Almost never,Sometimes,Almost never,Never,Never,Never,10,6,9,9,3,Complete
24828,29/04/2013,Home Questionnaire Pack 1,Sometimes,Almost never,Often,Sometimes,Sometimes,Always,Sometimes,Often,Often,Often,Sometimes,Sometimes,Never,Never,Never,11,8,10,12,3,Complete
24828,04/02/2015,Home Questionnaire Pack 2,Often,Almost never,Often,Sometimes,Sometimes,Always,Often,Sometimes,Often,Often,Sometimes,Sometimes,Never,Never,Never,12,8,11,11,3,Complete
24828,12/07/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24836,25/04/2013,Home Questionnaire Pack 1,Often,Never,Never,Sometimes,Almost never,Always,Almost never,Often,Often,Often,Never,Almost never,Never,Never,Never,12,5,4,12,3,Complete
24836,31/03/2014,Home Questionnaire Pack 2,Often,Almost never,Never,Sometimes,Almost never,Always,Almost never,Always,Always,Always,Never,Almost never,Never,Never,Never,14,6,4,13,3,Complete
24836,17/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24844,09/05/2013,Home Questionnaire Pack 1,Sometimes,Never,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Almost never,Almost never,Almost never,9,5,7,10,6,Complete
24844,13/04/2014,Home Questionnaire Pack 2,Sometimes,Never,Sometimes,Sometimes,Almost never,Sometimes,Often,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,7,4,10,7,3,Complete
24844,21/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24851,25/04/2013,Home Questionnaire Pack 1,Often,Never,Sometimes,Sometimes,Never,Often,Sometimes,Almost never,Often,Almost never,Almost never,Almost never,Never,Never,Never,10,4,8,9,3,Complete
24851,06/01/2015,Home Questionnaire Pack 2,Often,Never,Sometimes,Often,Never,Often,Never,Sometimes,Often,Often,Almost never,Never,Never,Never,Never,12,3,6,11,3,Complete
24851,08/01/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24869,27/04/2013,Home Questionnaire Pack 1,Sometimes,Never,Sometimes,Sometimes,Never,Always,Often,Sometimes,Often,Sometimes,Almost never,Almost never,Almost never,Never,Never,10,4,9,11,4,Complete
24869,16/07/2014,Home Questionnaire Pack 2,Sometimes,Almost never,Sometimes,Sometimes,Never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Never,Never,9,6,8,10,4,Complete
24869,21/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24877,09/05/2013,Home Questionnaire Pack 1,Sometimes,Never,Almost never,Sometimes,Almost never,Almost never,Sometimes,Almost never,Often,Almost never,Sometimes,Sometimes,Never,Never,Never,9,6,8,7,3,Complete
24877,16/10/2014,Home Questionnaire Pack 2,Often,Never,Almost never,Sometimes,Never,Often,Almost never,Almost never,Often,Sometimes,Often,Always,Never,Never,Never,11,7,8,9,3,Complete
24885,28/04/2013,Home Questionnaire Pack 1,Always,Often,Never,Sometimes,Sometimes,Always,Never,Often,Always,Always,Almost never,Often,Never,Never,Never,15,11,4,12,3,Complete
24885,19/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,Incomplete
24893,25/04/2013,Home Questionnaire Pack 1,Always,Almost never,Almost never,Sometimes,Never,Always,Never,Sometimes,Often,Often,Never,Always,Never,Never,Never,13,8,4,11,3,Complete
24893,02/04/2014,Home Questionnaire Pack 2,Always,Never,Never,Always,Almost never,Often,Almost never,Sometimes,Always,Always,Never,Often,Never,Never,Never,15,7,4,12,3,Complete
24893,19/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24901,25/04/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Often,.a,.a,Always,Almost never,Almost never,.a,Never,Never,Never,10,,,,3,Complete
24927,26/04/2013,Home Questionnaire Pack 1,Always,Never,Never,Sometimes,Almost never,Always,Never,Sometimes,Always,Always,Never,Never,Often,Never,Never,15,4,3,11,6,Complete
24927,10/04/2014,Home Questionnaire Pack 2,Often,Never,Never,Sometimes,Never,Often,Always,Sometimes,Often,Often,Never,Never,Sometimes,Sometimes,Never,12,3,7,10,7,Complete
24927,30/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24935,25/04/2013,Home Questionnaire Pack 1,Often,Never,Never,Sometimes,Never,Always,Never,Sometimes,Often,Often,Never,Always,Never,Never,Never,12,7,3,11,3,Complete
24935,20/09/2014,Home Questionnaire Pack 2,Often,Almost never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,Never,Never,Never,12,8,9,9,3,Complete
24935,01/12/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24943,26/04/2013,Home Questionnaire Pack 1,Always,Never,Almost never,Often,Almost never,Always,Almost never,Often,Always,Always,Almost never,Almost never,Never,Never,Never,15,5,6,13,3,Complete
24943,09/07/2014,Home Questionnaire Pack 2,Often,Never,Never,Always,Never,Always,Almost never,Always,Always,Often,Almost never,Sometimes,Never,Never,Never,13,5,5,15,3,Complete
24950,15/05/2013,Home Questionnaire Pack 1,Often,Almost never,Never,Sometimes,Sometimes,Often,Never,Sometimes,Often,Sometimes,Never,Sometimes,Never,Never,Never,11,8,3,10,3,Complete
24968,31/05/2013,Home Questionnaire Pack 1,Often,Never,Never,Never,Never,Always,Never,Always,Often,Often,Sometimes,Never,Never,Never,Never,12,3,5,11,3,Complete
24968,04/05/2014,Home Questionnaire Pack 2,Often,Never,Never,Sometimes,Never,Always,Never,Always,Always,Always,Never,Never,Never,Never,Never,14,3,3,13,3,Complete
24968,27/05/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24976,28/04/2013,Home Questionnaire Pack 1,Often,Almost never,Almost never,Often,Almost never,Often,Almost never,Often,Always,Often,Almost never,Never,Never,Never,Never,13,5,6,12,3,Complete
24976,06/07/2014,Home Questionnaire Pack 2,Sometimes,Never,Almost never,Sometimes,Almost never,Often,Sometimes,Often,Often,Sometimes,Sometimes,Never,Never,Never,Never,10,4,8,11,3,Complete
24976,28/05/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24984,27/04/2013,Home Questionnaire Pack 1,Always,Sometimes,Never,Sometimes,Almost never,Always,Never,Sometimes,Always,Often,Sometimes,Sometimes,Never,Never,Never,14,8,5,11,3,Complete
24984,09/07/2014,Home Questionnaire Pack 2,Sometimes,Almost never,Never,Sometimes,Never,Often,Never,Almost never,Often,Often,Almost never,Never,Never,Never,Never,11,4,4,9,3,Complete
24984,17/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
24992,25/04/2013,Home Questionnaire Pack 1,Almost never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Always,Almost never,Never,Almost never,Never,Never,Never,9,6,3,7,3,Complete
24992,29/03/2014,Home Questionnaire Pack 2,Sometimes,Never,Never,Sometimes,Never,Sometimes,Almost never,Never,Often,Sometimes,Never,Never,Never,Never,Never,10,3,4,7,3,Complete
24992,05/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25007,29/04/2013,Home Questionnaire Pack 1,Often,Never,Never,Sometimes,Never,Always,Almost never,Always,Always,Always,Always,Never,Always,Never,Never,14,3,8,13,7,Complete
25007,17/08/2014,Home Questionnaire Pack 2,Often,Never,Never,Sometimes,Never,Sometimes,Never,Never,Always,Always,Sometimes,Never,Never,Never,Never,14,3,5,7,3,Complete
25007,22/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25015,26/04/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Never,Sometimes,Almost never,Always,Never,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Never,Never,Never,9,7,4,11,3,Complete
25015,22/09/2014,Home Questionnaire Pack 2,Often,Almost never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Often,Sometimes,Almost never,Sometimes,Never,Never,Never,11,8,6,11,3,Complete
25015,27/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25049,29/04/2013,Home Questionnaire Pack 1,Always,Never,Almost never,Always,Never,Often,Almost never,Always,Always,Always,Almost never,Never,Never,Never,Never,15,3,6,14,3,Complete
25049,19/07/2014,Home Questionnaire Pack 2,Always,Never,Never,Often,Never,Often,Almost never,Often,Always,Always,Almost never,Never,Never,Never,Never,15,3,5,12,3,Complete
25049,07/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25056,18/05/2013,Home Questionnaire Pack 1,Often,Almost never,Never,Often,Almost never,Often,Sometimes,Sometimes,Always,Sometimes,Almost never,Never,Never,Never,Never,12,5,6,11,3,Complete
25056,28/09/2014,Home Questionnaire Pack 2,Often,Never,Never,Always,Never,Often,Never,Often,Often,Often,Never,Never,Never,Never,Never,12,3,3,13,3,Complete
25056,30/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25064,27/04/2013,Home Questionnaire Pack 1,Often,Never,Never,Often,Never,Always,Sometimes,Sometimes,Always,Always,Almost never,Never,Never,Never,Never,14,3,6,12,3,Complete
25064,06/04/2014,Home Questionnaire Pack 2,Often,Almost never,Sometimes,Often,Almost never,Always,Sometimes,Sometimes,Always,Always,Almost never,Almost never,Never,Never,Never,14,6,8,12,3,Complete
25064,28/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25072,29/04/2013,Home Questionnaire Pack 1,Almost never,Never,Almost never,Sometimes,Never,Often,Often,Sometimes,Sometimes,Sometimes,Never,Never,Almost never,Never,Never,8,3,7,10,4,Complete
25072,19/07/2014,Home Questionnaire Pack 2,Almost never,Never,Almost never,Sometimes,Almost never,Often,Often,Almost never,Often,Almost never,Never,Almost never,Never,Never,Never,8,5,7,9,3,Complete
25072,21/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25080,27/04/2013,Home Questionnaire Pack 1,Almost never,Almost never,Never,Often,Almost never,Sometimes,Almost never,Often,Always,Always,Almost never,Sometimes,Never,Never,Never,12,7,5,11,3,Complete
25080,14/08/2014,Home Questionnaire Pack 2,Sometimes,Never,Sometimes,Often,Almost never,Never,Never,Sometimes,Often,Often,Sometimes,Never,Never,Never,Never,11,4,7,8,3,Complete
25080,17/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25098,27/04/2013,Home Questionnaire Pack 1,Sometimes,Often,Never,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Almost never,Almost never,Never,Never,Never,9,9,6,11,3,Complete
25098,29/10/2014,Home Questionnaire Pack 2,Often,Sometimes,Often,Often,Often,Always,Often,Often,Sometimes,Often,Often,Sometimes,Often,Often,Sometimes,11,10,12,13,11,Complete
25114,27/04/2013,Home Questionnaire Pack 1,Almost never,Often,Almost never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Often,Often,4,8,8,7,9,Complete
25122,30/04/2013,Home Questionnaire Pack 1,Always,Never,Never,Sometimes,Never,Often,Almost never,Always,Always,Always,Never,Never,Never,Never,Never,15,3,4,12,3,Complete
25122,04/09/2014,Home Questionnaire Pack 2,Always,Never,Never,Always,Never,Always,Never,Always,Always,Always,Never,Never,Never,Never,Never,15,3,3,15,3,Complete
25130,27/04/2013,Home Questionnaire Pack 1,Often,Sometimes,Sometimes,Sometimes,Almost never,Often,Sometimes,Almost never,Often,Sometimes,Almost never,Almost never,Never,Never,Never,11,7,8,9,3,Complete
25130,27/07/2014,Home Questionnaire Pack 2,Often,Almost never,Sometimes,Sometimes,Almost never,Often,Often,Sometimes,Often,Almost never,Almost never,Almost never,Never,Never,Never,10,6,9,10,3,Complete
25130,12/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25148,07/05/2013,Home Questionnaire Pack 1,Often,Never,Never,Often,Never,Always,Never,Often,Always,Often,Never,Sometimes,Never,Never,Never,13,5,3,13,3,Complete
25148,20/07/2014,Home Questionnaire Pack 2,Always,Never,Sometimes,Often,Never,Always,Almost never,Sometimes,Always,Always,Almost never,Never,Never,Never,Never,15,3,7,12,3,Complete
25148,02/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25155,27/04/2013,Home Questionnaire Pack 1,Always,Never,Almost never,Sometimes,Never,Always,Never,Almost never,Always,Almost never,Almost never,Never,Almost never,Almost never,Never,12,3,5,10,5,Complete
25155,08/07/2014,Home Questionnaire Pack 2,Often,Never,Never,Sometimes,Never,Often,Almost never,Almost never,Always,Sometimes,Often,Sometimes,Almost never,Never,Never,12,5,7,9,4,Complete
25155,05/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25163,28/04/2013,Home Questionnaire Pack 1,Often,Almost never,Almost never,Almost never,Sometimes,Sometimes,Almost never,Almost never,Always,Often,Often,Almost never,Never,Never,Never,13,7,8,7,3,Complete
25163,10/09/2014,Home Questionnaire Pack 2,Often,Almost never,Almost never,Almost never,Sometimes,Almost never,Almost never,Never,Often,Often,Sometimes,Often,Never,Never,Never,12,9,7,5,3,Complete
25163,09/10/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25171,17/05/2013,Home Questionnaire Pack 1,Often,Often,Almost never,Often,Sometimes,Often,Sometimes,Often,Always,Often,Sometimes,Often,Almost never,Never,Never,13,11,8,12,4,Complete
25171,01/09/2014,Home Questionnaire Pack 2,Often,Sometimes,Almost never,Often,Sometimes,Often,Sometimes,Often,Always,Often,Sometimes,Sometimes,Almost never,Never,Never,13,9,8,12,4,Complete
25171,18/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,
25189,28/04/2013,Home Questionnaire Pack 1,Always,Never,Almost never,Sometimes,Often,Always,Never,Often,Often,Never,Almost never,Never,Never,Never,Never,10,6,5,12,3,Complete
25197,01/05/2013,Home Questionnaire Pack 1,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,Almost never,Almost never,Almost never,Sometimes,Never,Never,Never,7,5,10,7,3,Complete
